,degree
Rana_berlandieri.ASV5847,1
Rana_berlandieri.ASV5848,1
Rana_berlandieri.ASV5849,1
Rana_berlandieri.ASV5851,1
Rana_berlandieri.ASV5852,1
Rana_berlandieri.ASV5853,1
Rana_berlandieri.ASV5854,1
Rana_berlandieri.ASV5855,1
Rana_berlandieri.ASV5857,1
Rana_berlandieri.ASV5886,1
Rana_berlandieri.ASV592,1
Rana_berlandieri.ASV5938,1
Rana_berlandieri.ASV5939,1
Rana_berlandieri.ASV5940,1
Rana_berlandieri.ASV5941,1
Rana_berlandieri.ASV5944,1
Rana_berlandieri.ASV5946,1
Rana_berlandieri.ASV5948,1
Rana_berlandieri.ASV595,1
Rana_berlandieri.ASV6167,1
Rana_berlandieri.ASV6168,1
Rana_berlandieri.ASV6169,1
Rana_berlandieri.ASV6170,1
Rana_berlandieri.ASV6171,1
Rana_berlandieri.ASV6172,1
Rana_berlandieri.ASV6174,1
Rana_berlandieri.ASV6176,1
Rana_berlandieri.ASV6177,1
Rana_berlandieri.ASV6178,1
Rana_berlandieri.ASV6179,1
Rana_berlandieri.ASV618,1
Rana_berlandieri.ASV6180,1
Rana_berlandieri.ASV6181,1
Rana_berlandieri.ASV6182,1
Rana_berlandieri.ASV6183,1
Rana_berlandieri.ASV6184,1
Rana_berlandieri.ASV6185,1
Rana_berlandieri.ASV6187,1
Rana_berlandieri.ASV6189,1
Rana_berlandieri.ASV6190,1
Rana_berlandieri.ASV6191,1
Rana_berlandieri.ASV6192,1
Rana_berlandieri.ASV6193,1
Rana_berlandieri.ASV6194,1
Rana_berlandieri.ASV6195,1
Rana_berlandieri.ASV6196,1
Rana_berlandieri.ASV6197,1
Rana_berlandieri.ASV6198,1
Rana_berlandieri.ASV6200,1
Rana_berlandieri.ASV6201,1
Rana_berlandieri.ASV6204,1
Rana_berlandieri.ASV6298,1
Rana_berlandieri.ASV6299,1
Rana_berlandieri.ASV63,1
Rana_berlandieri.ASV6300,1
Rana_berlandieri.ASV6301,1
Rana_berlandieri.ASV6302,1
Rana_berlandieri.ASV632,1
Rana_berlandieri.ASV636,1
Rana_berlandieri.ASV637,1
Rana_berlandieri.ASV639,1
Rana_berlandieri.ASV64,1
Rana_berlandieri.ASV641,1
Rana_berlandieri.ASV642,1
Rana_berlandieri.ASV645,1
Rana_berlandieri.ASV6483,1
Rana_berlandieri.ASV6492,1
Rana_berlandieri.ASV6494,1
Rana_berlandieri.ASV6497,1
Rana_berlandieri.ASV6498,1
Rana_berlandieri.ASV6499,1
Rana_berlandieri.ASV6501,1
Rana_berlandieri.ASV6502,1
Rana_berlandieri.ASV6503,1
Rana_berlandieri.ASV6504,1
Rana_berlandieri.ASV6506,1
Rana_berlandieri.ASV6508,1
Rana_berlandieri.ASV6509,1
Rana_berlandieri.ASV6510,1
Rana_berlandieri.ASV6511,1
Rana_berlandieri.ASV6512,1
Rana_berlandieri.ASV6519,1
Rana_berlandieri.ASV6520,1
Rana_berlandieri.ASV6522,1
Rana_berlandieri.ASV653,1
Rana_berlandieri.ASV654,1
Rana_berlandieri.ASV655,1
Rana_berlandieri.ASV6565,1
Rana_berlandieri.ASV657,1
Rana_berlandieri.ASV659,1
Rana_berlandieri.ASV6612,1
Rana_berlandieri.ASV6613,1
Rana_berlandieri.ASV6614,1
Rana_berlandieri.ASV6615,1
Rana_berlandieri.ASV6616,1
Rana_berlandieri.ASV6617,1
Rana_berlandieri.ASV6618,1
Rana_berlandieri.ASV6623,1
Rana_berlandieri.ASV6624,1
Rana_berlandieri.ASV6625,1
Rana_berlandieri.ASV664,1
Rana_berlandieri.ASV668,1
Rana_berlandieri.ASV671,1
Rana_berlandieri.ASV675,1
Rana_berlandieri.ASV678,1
Rana_berlandieri.ASV679,1
Rana_berlandieri.ASV680,1
Rana_berlandieri.ASV685,1
Rana_berlandieri.ASV6858,1
Rana_berlandieri.ASV6866,1
Rana_berlandieri.ASV6867,1
Rana_berlandieri.ASV6868,1
Rana_berlandieri.ASV6870,1
Rana_berlandieri.ASV6871,1
Rana_berlandieri.ASV6872,1
Rana_berlandieri.ASV6873,1
Rana_berlandieri.ASV6875,1
Rana_berlandieri.ASV6876,1
Rana_berlandieri.ASV6877,1
Rana_berlandieri.ASV6878,1
Rana_berlandieri.ASV6879,1
Rana_berlandieri.ASV6880,1
Rana_berlandieri.ASV6882,1
Rana_berlandieri.ASV6886,1
Rana_berlandieri.ASV6888,1
Rana_berlandieri.ASV6889,1
Rana_berlandieri.ASV689,1
Rana_berlandieri.ASV6890,1
Rana_berlandieri.ASV6891,1
Rana_berlandieri.ASV6892,1
Rana_berlandieri.ASV6893,1
Rana_berlandieri.ASV6895,1
Rana_berlandieri.ASV6896,1
Rana_berlandieri.ASV6897,1
Rana_berlandieri.ASV6898,1
Rana_berlandieri.ASV6899,1
Rana_berlandieri.ASV6900,1
Rana_berlandieri.ASV6901,1
Rana_berlandieri.ASV6902,1
Rana_berlandieri.ASV6904,1
Rana_berlandieri.ASV6905,1
Rana_berlandieri.ASV6906,1
Rana_berlandieri.ASV6908,1
Rana_berlandieri.ASV6909,1
Rana_berlandieri.ASV693,1
Rana_berlandieri.ASV7024,1
Rana_berlandieri.ASV7026,1
Rana_berlandieri.ASV7027,1
Rana_berlandieri.ASV7028,1
Rana_berlandieri.ASV7029,1
Rana_berlandieri.ASV7030,1
Rana_berlandieri.ASV7031,1
Rana_berlandieri.ASV7032,1
Rana_berlandieri.ASV7033,1
Rana_berlandieri.ASV7034,1
Rana_berlandieri.ASV7035,1
Rana_berlandieri.ASV7036,1
Rana_berlandieri.ASV7037,1
Rana_berlandieri.ASV7038,1
Rana_berlandieri.ASV7039,1
Rana_berlandieri.ASV7041,1
Rana_berlandieri.ASV7043,1
Rana_berlandieri.ASV71,1
Rana_berlandieri.ASV721,1
Rana_berlandieri.ASV7287,1
Rana_berlandieri.ASV7288,1
Rana_berlandieri.ASV7289,1
Rana_berlandieri.ASV7290,1
Rana_berlandieri.ASV7291,1
Rana_berlandieri.ASV7293,1
Rana_berlandieri.ASV7295,1
Rana_berlandieri.ASV7296,1
Rana_berlandieri.ASV7297,1
Rana_berlandieri.ASV7298,1
Rana_berlandieri.ASV7299,1
Rana_berlandieri.ASV73,1
Rana_berlandieri.ASV7300,1
Rana_berlandieri.ASV7301,1
Rana_berlandieri.ASV7302,1
Rana_berlandieri.ASV7303,1
Rana_berlandieri.ASV7304,1
Rana_berlandieri.ASV7305,1
Rana_berlandieri.ASV7306,1
Rana_berlandieri.ASV7307,1
Rana_berlandieri.ASV7308,1
Rana_berlandieri.ASV7312,1
Rana_berlandieri.ASV7314,1
Rana_berlandieri.ASV7315,1
Rana_berlandieri.ASV7317,1
Rana_berlandieri.ASV7318,1
Rana_berlandieri.ASV7319,1
Rana_berlandieri.ASV7320,1
Rana_berlandieri.ASV7321,1
Rana_berlandieri.ASV7322,1
Rana_berlandieri.ASV7323,1
Rana_berlandieri.ASV7324,1
Rana_berlandieri.ASV7325,1
Rana_berlandieri.ASV7326,1
Rana_berlandieri.ASV7327,1
Rana_berlandieri.ASV7328,1
Rana_berlandieri.ASV7329,1
Rana_berlandieri.ASV7330,1
Rana_berlandieri.ASV7331,1
Rana_berlandieri.ASV7332,1
Rana_berlandieri.ASV7333,1
Rana_berlandieri.ASV7336,1
Rana_berlandieri.ASV7338,1
Rana_berlandieri.ASV7339,1
Rana_berlandieri.ASV736,1
Rana_berlandieri.ASV739,1
Rana_berlandieri.ASV742,1
Rana_berlandieri.ASV7458,1
Rana_berlandieri.ASV7459,1
Rana_berlandieri.ASV7460,1
Rana_berlandieri.ASV7462,1
Rana_berlandieri.ASV7463,1
Rana_berlandieri.ASV7465,1
Rana_berlandieri.ASV7466,1
Rana_berlandieri.ASV7467,1
Rana_berlandieri.ASV7469,1
Rana_berlandieri.ASV7470,1
Rana_berlandieri.ASV7471,1
Rana_berlandieri.ASV7472,1
Rana_berlandieri.ASV7473,1
Rana_berlandieri.ASV7474,1
Rana_berlandieri.ASV748,1
Rana_berlandieri.ASV750,1
Rana_berlandieri.ASV755,1
Rana_berlandieri.ASV758,1
Rana_berlandieri.ASV768,1
Rana_berlandieri.ASV7740,1
Rana_berlandieri.ASV7741,1
Rana_berlandieri.ASV7742,1
Rana_berlandieri.ASV7744,1
Rana_berlandieri.ASV7746,1
Rana_berlandieri.ASV7748,1
Rana_berlandieri.ASV7749,1
Rana_berlandieri.ASV7750,1
Rana_berlandieri.ASV7751,1
Rana_berlandieri.ASV7752,1
Rana_berlandieri.ASV7753,1
Rana_berlandieri.ASV7754,1
Rana_berlandieri.ASV7755,1
Rana_berlandieri.ASV7759,1
Rana_berlandieri.ASV7762,1
Rana_berlandieri.ASV7763,1
Rana_berlandieri.ASV7764,1
Rana_berlandieri.ASV7765,1
Rana_berlandieri.ASV7766,1
Rana_berlandieri.ASV7767,1
Rana_berlandieri.ASV7768,1
Rana_berlandieri.ASV7769,1
Rana_berlandieri.ASV7771,1
Rana_berlandieri.ASV7772,1
Rana_berlandieri.ASV7773,1
Rana_berlandieri.ASV7774,1
Rana_berlandieri.ASV7775,1
Rana_berlandieri.ASV7776,1
Rana_berlandieri.ASV7777,1
Rana_berlandieri.ASV7778,1
Rana_berlandieri.ASV7780,1
Rana_berlandieri.ASV7781,1
Rana_berlandieri.ASV7784,1
Rana_berlandieri.ASV779,1
Rana_berlandieri.ASV781,1
Rana_berlandieri.ASV786,1
Rana_berlandieri.ASV789,1
Rana_berlandieri.ASV790,1
Rana_berlandieri.ASV7913,1
Rana_berlandieri.ASV7914,1
Rana_berlandieri.ASV7915,1
Rana_berlandieri.ASV7917,1
Rana_berlandieri.ASV7918,1
Rana_berlandieri.ASV7919,1
Rana_berlandieri.ASV7921,1
Rana_berlandieri.ASV7922,1
Rana_berlandieri.ASV7923,1
Rana_berlandieri.ASV7924,1
Rana_berlandieri.ASV7927,1
Rana_berlandieri.ASV7928,1
Rana_berlandieri.ASV7929,1
Rana_berlandieri.ASV7930,1
Rana_berlandieri.ASV7933,1
Rana_berlandieri.ASV7934,1
Rana_berlandieri.ASV796,1
Rana_berlandieri.ASV803,1
Rana_berlandieri.ASV806,1
Rana_berlandieri.ASV807,1
Rana_berlandieri.ASV810,1
Rana_berlandieri.ASV815,1
Rana_berlandieri.ASV821,1
Rana_berlandieri.ASV8223,1
Rana_berlandieri.ASV8225,1
Rana_berlandieri.ASV8226,1
Rana_berlandieri.ASV8228,1
Rana_berlandieri.ASV8229,1
Rana_berlandieri.ASV8230,1
Rana_berlandieri.ASV8231,1
Rana_berlandieri.ASV8232,1
Rana_berlandieri.ASV8233,1
Rana_berlandieri.ASV8237,1
Rana_berlandieri.ASV8240,1
Rana_berlandieri.ASV8241,1
Rana_berlandieri.ASV8242,1
Rana_berlandieri.ASV8243,1
Rana_berlandieri.ASV8244,1
Rana_berlandieri.ASV8246,1
Rana_berlandieri.ASV8247,1
Rana_berlandieri.ASV8248,1
Rana_berlandieri.ASV8249,1
Rana_berlandieri.ASV825,1
Rana_berlandieri.ASV8250,1
Rana_berlandieri.ASV8251,1
Rana_berlandieri.ASV8252,1
Rana_berlandieri.ASV8253,1
Rana_berlandieri.ASV8254,1
Rana_berlandieri.ASV8255,1
Rana_berlandieri.ASV8256,1
Rana_berlandieri.ASV8259,1
Rana_berlandieri.ASV8260,1
Rana_berlandieri.ASV8261,1
Rana_berlandieri.ASV8263,1
Rana_berlandieri.ASV8264,1
Rana_berlandieri.ASV8265,1
Rana_berlandieri.ASV8266,1
Rana_berlandieri.ASV8267,1
Rana_berlandieri.ASV8268,1
Rana_berlandieri.ASV8269,1
Rana_berlandieri.ASV8270,1
Rana_berlandieri.ASV8271,1
Rana_berlandieri.ASV8273,1
Rana_berlandieri.ASV8274,1
Rana_berlandieri.ASV8275,1
Rana_berlandieri.ASV8278,1
Rana_berlandieri.ASV8279,1
Rana_berlandieri.ASV8280,1
Rana_berlandieri.ASV8281,1
Rana_berlandieri.ASV8282,1
Rana_berlandieri.ASV8283,1
Rana_berlandieri.ASV8285,1
Rana_berlandieri.ASV8286,1
Rana_berlandieri.ASV8287,1
Rana_berlandieri.ASV8288,1
Rana_berlandieri.ASV8289,1
Rana_berlandieri.ASV8291,1
Rana_berlandieri.ASV830,1
Rana_berlandieri.ASV838,1
Rana_berlandieri.ASV840,1
Rana_berlandieri.ASV841,1
Rana_berlandieri.ASV8428,1
Rana_berlandieri.ASV8431,1
Rana_berlandieri.ASV8433,1
Rana_berlandieri.ASV8434,1
Rana_berlandieri.ASV8435,1
Rana_berlandieri.ASV8437,1
Rana_berlandieri.ASV8438,1
Rana_berlandieri.ASV8439,1
Rana_berlandieri.ASV8441,1
Rana_berlandieri.ASV8444,1
Rana_berlandieri.ASV8445,1
Rana_berlandieri.ASV847,1
Rana_berlandieri.ASV849,1
Rana_berlandieri.ASV851,1
Rana_berlandieri.ASV854,1
Rana_berlandieri.ASV856,1
Rana_berlandieri.ASV862,1
Rana_berlandieri.ASV863,1
Rana_berlandieri.ASV864,1
Rana_berlandieri.ASV868,1
Rana_berlandieri.ASV869,1
Rana_berlandieri.ASV873,1
Rana_berlandieri.ASV879,1
Rana_berlandieri.ASV8804,1
Rana_berlandieri.ASV8807,1
Rana_berlandieri.ASV8809,1
Rana_berlandieri.ASV8810,1
Rana_berlandieri.ASV8812,1
Rana_berlandieri.ASV8816,1
Rana_berlandieri.ASV8817,1
Rana_berlandieri.ASV8818,1
Rana_berlandieri.ASV8819,1
Rana_berlandieri.ASV8820,1
Rana_berlandieri.ASV8821,1
Rana_berlandieri.ASV8822,1
Rana_berlandieri.ASV8823,1
Rana_berlandieri.ASV8824,1
Rana_berlandieri.ASV8826,1
Rana_berlandieri.ASV8828,1
Rana_berlandieri.ASV8829,1
Rana_berlandieri.ASV8830,1
Rana_berlandieri.ASV8831,1
Rana_berlandieri.ASV8832,1
Rana_berlandieri.ASV8833,1
Rana_berlandieri.ASV8835,1
Rana_berlandieri.ASV8837,1
Rana_berlandieri.ASV8838,1
Rana_berlandieri.ASV8840,1
Rana_berlandieri.ASV8842,1
Rana_berlandieri.ASV8843,1
Rana_berlandieri.ASV8844,1
Rana_berlandieri.ASV8846,1
Rana_berlandieri.ASV8847,1
Rana_berlandieri.ASV8850,1
Rana_berlandieri.ASV8851,1
Rana_berlandieri.ASV8852,1
Rana_berlandieri.ASV8853,1
Rana_berlandieri.ASV8854,1
Rana_berlandieri.ASV8855,1
Rana_berlandieri.ASV8856,1
Rana_berlandieri.ASV8858,1
Rana_berlandieri.ASV8859,1
Rana_berlandieri.ASV8861,1
Rana_berlandieri.ASV8862,1
Rana_berlandieri.ASV8864,1
Rana_berlandieri.ASV887,1
Rana_berlandieri.ASV888,1
Rana_berlandieri.ASV8882,1
Rana_berlandieri.ASV890,1
Rana_berlandieri.ASV892,1
Rana_berlandieri.ASV9015,1
Rana_berlandieri.ASV9018,1
Rana_berlandieri.ASV9019,1
Rana_berlandieri.ASV9020,1
Rana_berlandieri.ASV9021,1
Rana_berlandieri.ASV9022,1
Rana_berlandieri.ASV9023,1
Rana_berlandieri.ASV9024,1
Rana_berlandieri.ASV9025,1
Rana_berlandieri.ASV9027,1
Rana_berlandieri.ASV9028,1
Rana_berlandieri.ASV9030,1
Rana_berlandieri.ASV9031,1
Rana_berlandieri.ASV9032,1
Rana_berlandieri.ASV9033,1
Rana_berlandieri.ASV9035,1
Rana_berlandieri.ASV912,1
Rana_berlandieri.ASV915,1
Rana_berlandieri.ASV916,1
Rana_berlandieri.ASV922,1
Rana_berlandieri.ASV923,1
Rana_berlandieri.ASV924,1
Rana_berlandieri.ASV927,1
Rana_berlandieri.ASV938,1
Rana_berlandieri.ASV941,1
Rana_berlandieri.ASV9412,1
Rana_berlandieri.ASV9413,1
Rana_berlandieri.ASV9415,1
Rana_berlandieri.ASV9416,1
Rana_berlandieri.ASV9417,1
Rana_berlandieri.ASV9421,1
Rana_berlandieri.ASV9424,1
Rana_berlandieri.ASV9427,1
Rana_berlandieri.ASV9428,1
Rana_berlandieri.ASV9429,1
Rana_berlandieri.ASV9430,1
Rana_berlandieri.ASV9431,1
Rana_berlandieri.ASV9432,1
Rana_berlandieri.ASV9433,1
Rana_berlandieri.ASV9434,1
Rana_berlandieri.ASV9435,1
Rana_berlandieri.ASV9436,1
Rana_berlandieri.ASV9437,1
Rana_berlandieri.ASV944,1
Rana_berlandieri.ASV9440,1
Rana_berlandieri.ASV9441,1
Rana_berlandieri.ASV9442,1
Rana_berlandieri.ASV9443,1
Rana_berlandieri.ASV9444,1
Rana_berlandieri.ASV9445,1
Rana_berlandieri.ASV9446,1
Rana_berlandieri.ASV9448,1
Rana_berlandieri.ASV9449,1
Rana_berlandieri.ASV9450,1
Rana_berlandieri.ASV9452,1
Rana_berlandieri.ASV9454,1
Rana_berlandieri.ASV9455,1
Rana_berlandieri.ASV9456,1
Rana_berlandieri.ASV9458,1
Rana_berlandieri.ASV9459,1
Rana_berlandieri.ASV9460,1
Rana_berlandieri.ASV9461,1
Rana_berlandieri.ASV9465,1
Rana_berlandieri.ASV9466,1
Rana_berlandieri.ASV9468,1
Rana_berlandieri.ASV9469,1
Rana_berlandieri.ASV9471,1
Rana_berlandieri.ASV9472,1
Rana_berlandieri.ASV9473,1
Rana_berlandieri.ASV95,1
Rana_berlandieri.ASV950,1
Rana_berlandieri.ASV953,1
Rana_berlandieri.ASV954,1
Rana_berlandieri.ASV96,1
Rana_berlandieri.ASV9608,1
Rana_berlandieri.ASV9609,1
Rana_berlandieri.ASV961,1
Rana_berlandieri.ASV9610,1
Rana_berlandieri.ASV9611,1
Rana_berlandieri.ASV9615,1
Rana_berlandieri.ASV9617,1
Rana_berlandieri.ASV9619,1
Rana_berlandieri.ASV9620,1
Rana_berlandieri.ASV9622,1
Rana_berlandieri.ASV9624,1
Rana_berlandieri.ASV9625,1
Rana_berlandieri.ASV9626,1
Rana_berlandieri.ASV9629,1
Rana_berlandieri.ASV9630,1
Rana_berlandieri.ASV9631,1
Rana_berlandieri.ASV9632,1
Rana_berlandieri.ASV9633,1
Rana_berlandieri.ASV9639,1
Rana_berlandieri.ASV968,1
Rana_berlandieri.ASV97,1
Rana_berlandieri.ASV977,1
Rana_berlandieri.ASV979,1
Rana_berlandieri.ASV988,1
Rana_berlandieri.ASV993,1
Rana_berlandieri.ASV996,1
